bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,138,44.84936117,46.01533542,84.3365266,1.087181726,1.0454583,663.7256841,73.23943351,53.28405713
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,139,32.10461372,28.54486599,77.52691675,1.236598942,1.286067649,649.8842001,82.65478616,38.43877646
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,140,90.22831696,118.7704303,78.4354473,2.390835908,2.433663496,497.818115,91.07175195,42.26270853
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,141,43.05967691,93.99055043,78.58078985,1.981862383,2.157851482,366.6518158,89.69225113,129.8903781
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,142,91.3798986,152.3731472,78.48360209,1.660072735,1.281069529,297.2562681,116.4058991,69.70019109
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,143,97.94859713,88.06316624,78.18970221,2.127675995,0.946695756,254.925236,90.77547524,37.96182926
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,144,26.61821193,51.11295739,70.92023487,2.072268124,1.015522598,236.5105095,103.7920428,40.85576408
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,145,79.24945354,52.96670266,71.66414377,24.40158566,1.004727194,1051.713767,90.61969471,30.56482888
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,146,37.63052071,47.59164096,73.74095578,5.911783996,1.004727194,609.7622186,93.62622142,132.5023655
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,147,70.38543345,35.17563709,74.56815685,1.501021382,1.034616535,323.0743136,73.00576701,67.98501208
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,148,87.99286011,36.16481178,76.22079313,1.190968091,1.034616535,392.2576989,72.02294411,53.08862177
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,149,28.14882513,32.17742735,73.04038153,2.219617777,1.034616535,390.3077277,81.73547297,168.5430995
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,150,67.74568025,30.68227768,78.1057931,1.832437167,1.034616535,335.5289017,74.42320361,53.66575046
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,151,107.3170702,27.95021036,78.02686547,3.045912675,0.907441833,369.362099,74.85743659,201.081539
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,152,48.24006909,31.82345799,100.7278759,4.266827646,1.252399613,319.7113426,75.14083048,98.73202332
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,153,105.2128637,36.1341091,74.91778799,1.913333857,1.210381531,279.8548417,74.50682959,91.4096356
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,154,98.95322918,50.03278883,75.12693388,1.6434069,0.774224789,278.2860085,73.90725496,75.64349221
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,155,52.16267226,70.91276562,72.92021254,1.8840916,0.774224789,142.2698131,73.85328103,193.3454627
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,156,34.17625068,84.4239636,72.98526426,2.047116389,0.774224789,143.7091232,67.47532013,95.66035642
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,157,146.3490964,105.1500941,72.7420069,4.409617612,0.774224789,152.8776487,60.84328873,95.65076218
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,158,96.57655544,52.19438358,74.24674962,3.111456279,0.942682065,144.3794845,72.96271586,573.8389073
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,159,105.3222672,119.2664622,76.24137722,1.636230073,0.861748884,154.2519229,70.58793994,243.72294
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,160,35.27363664,95.69209594,76.47548707,1.34603548,0.861748884,227.5961603,76.51311889,144.8910423
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,161,53.52966783,73.40277479,79.20236973,2.957925762,0.942837101,195.9733891,82.79998827,181.0585827
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,162,92.16380743,63.71594273,75.02161472,1.03887173,1.24558816,192.608324,87.29157721,51.79293514
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,163,48.14156489,57.24460498,84.6064257,0.982251853,1.222702208,192.608324,74.12870419,36.34423372
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,164,43.61256292,58.72450392,91.16940706,0.92944721,1.222702208,158.565672,76.23986073,66.19618658
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,165,126.7259285,59.34196711,87.20802907,0.864948532,33.38225441,176.091056,77.44203949,35.45892679
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,166,68.07454166,44.2896279,77.50175091,0.731803896,5.578028607,188.4753797,80.15640145,43.7049901
