bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,110,17.21948108,36.38694551,43.10533285,22.01164689,53.49805849,37.35897365,49.0551949,48.78769715
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,111,15.53958379,33.93576264,53.94152815,20.9311427,95.16074552,27.52282197,47.51428253,46.41695494
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,112,17.99532304,33.15576481,41.15498977,12.8906039,41.93147427,21.49479116,56.68985624,46.04197667
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,113,14.70598473,34.56132667,50.4774628,14.86124433,120.4497133,44.9096046,55.20002448,46.2718382
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,114,17.81246596,34.01091833,36.47303952,21.12860796,90.12683703,56.82498429,52.68935735,48.29621136
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,115,22.53336863,33.91996381,37.73136767,22.95282713,90.21665052,40.29457895,48.66635766,55.11716041
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,116,14.81226654,34.78865293,42.70374136,19.92174663,112.8856241,35.77926923,55.53459436,47.08275514
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,117,12.8607556,36.02274743,53.10912818,14.83329835,64.99258412,84.31534272,45.96693001,49.21388304
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,118,17.82636514,33.88679827,44.97529913,13.62540399,46.52267974,160.4654568,46.66089491,51.0240259
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,119,17.67579459,38.12930452,45.18895186,16.0449548,44.5322743,157.4020036,56.08536903,51.15950519
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,120,11.07634577,36.29590078,37.82737639,16.45996031,42.53226886,157.4020036,49.09557663,51.15950519
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,121,15.19295765,38.42309462,33.41886913,15.46249717,28.65545521,162.5281539,49.20199948,50.09443202
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,122,22.7571083,34.44199652,34.51784561,14.67184103,57.87537429,162.5281539,49.20199948,48.98016736
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,123,16.18909367,31.12895407,34.5672021,12.23306898,150.9290053,162.5281539,86.1118795,48.90182745
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,124,16.45183146,31.40143032,36.19508974,14.34922033,142.8788951,162.5281539,53.71600737,56.76044023
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,125,21.41079685,30.21849377,37.46933818,15.74215038,114.2039669,162.5281539,50.2231258,55.9697378
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,126,26.73850403,32.33994953,48.46598102,18.78691443,120.0053762,163.8672851,52.67245792,51.19417649
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,127,20.52648048,35.84106455,37.54142974,16.99829221,140.9437595,151.6617061,75.2659869,47.7101272
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,128,16.55302028,34.39843449,39.60801945,15.52661622,151.3071472,138.1842022,60.22854055,51.79883776
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,129,17.16152689,33.03745661,36.55836624,14.70598473,98.65925342,154.5614721,50.33339886,56.13855254
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,130,14.38534204,33.68491125,33.39999529,15.15252552,110.9627329,156.3549798,50.02085068,48.38375147
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,131,17.04126407,33.94200544,48.44092878,13.02183048,64.80563652,154.5150712,51.56175141,47.13361
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,132,20.28941375,34.21697223,43.50312025,24.00338281,87.38941793,127.4539215,48.32277689,45.74284423
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,133,21.6869228,30.20863431,41.33334758,13.61396102,128.6504934,59.58045345,48.75927727,53.76887643
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,134,29.53797904,33.91453635,42.49129929,17.72169445,95.44043666,58.33860662,54.9563048,47.08745753
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,135,26.69570089,36.64120809,46.23901674,19.67902251,29.88990987,23.91258059,51.85936401,47.49600729
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,136,14.71241339,34.58621548,35.19156715,22.44428144,35.77729925,68.80435586,72.0443796,46.98036814
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,137,14.34508387,35.41567026,35.91095161,17.11346049,171.6797331,34.02562325,74.72060132,50.68128533
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,138,18.12487531,35.78670178,39.51037163,14.92331466,171.6797331,72.95815029,58.21428937,51.07085614
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,139,23.96988511,32.72128309,43.50874423,14.45165145,171.6797331,83.57521942,92.38265427,52.06800906
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,140,12.30778947,33.40377114,34.60540088,17.97355098,168.6340834,93.31590701,73.42806087,47.89744506
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,141,21.18857194,31.98598069,34.52970561,13.24722878,168.6340834,46.22123282,106.7055793,53.17123032
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,142,14.00494177,37.55499956,33.33272625,15.74730067,148.5754157,48.41144669,105.8445222,55.22879445
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,143,22.78881604,36.71196336,70.28985628,17.25919044,94.85710623,46.96339196,58.34277428,49.95985164
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,144,15.46071194,31.72072122,46.09519207,20.26084628,99.07431101,68.40158377,49.55721929,49.83407465
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,145,17.69399276,36.71658847,41.3318267,19.25639812,121.9342273,92.40990855,49.99466228,47.9813274
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,146,28.70199521,40.43943178,42.01951561,17.23788915,142.2868991,115.5756078,84.75152945,47.90883901
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,147,14.99836897,37.56330529,42.74387566,17.39765961,125.4969664,83.38633421,72.00579723,47.22338907
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,148,19.31690774,38.75075879,41.12322318,14.25248003,110.9707388,126.3606884,53.63435554,48.15679972
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,149,17.32277031,39.39740541,48.7332877,18.35352682,84.81631038,146.6822705,54.09539549,48.82537501
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,150,14.96933557,29.20737693,37.46720685,14.66336187,82.14115928,121.4325616,60.11346797,49.75789798
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,151,31.93856802,33.49503672,42.31714872,23.11534557,139.4166063,108.8686379,47.29476048,50.83930138
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,152,13.68846339,32.86691733,52.19627606,19.30716662,159.4047777,102.1947987,51.94239228,51.43463862
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,153,15.10593404,34.66137852,44.42834382,21.86291121,84.50243399,134.9156196,51.51972517,45.6552455
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,154,18.43542505,32.78754498,50.7115294,12.43681436,59.27479772,131.0319746,49.23526087,57.63695766
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,155,18.57924081,32.76810715,40.99848822,23.4045361,38.72619832,144.6343195,65.4950524,50.17145154
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,156,20.79463077,35.76045477,46.23054556,19.70072833,47.58944129,160.3700039,52.11749485,51.88118055
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,157,15.73681822,35.27838795,81.52046754,16.54679044,72.46127755,162.1054305,50.31971733,51.5696572
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,158,13.57782883,38.14195002,42.33931467,15.49240996,41.2134364,162.1054305,57.65541558,50.87829186
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,159,22.77688892,35.21178876,38.10227681,15.02760553,35.75039656,161.1424687,61.53409978,48.52200111
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,160,17.30225369,36.32268275,39.83920844,18.29727522,61.10933983,161.5597323,90.68117345,49.94800294
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,161,17.17054832,33.48720816,41.56147432,17.15151256,51.80188918,117.2019724,55.33343232,50.85310414
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,162,19.68892434,34.7823307,40.72815419,18.30867796,32.73171806,76.51622363,72.98468739,48.19884674
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,163,20.04660148,35.59177104,42.53278289,17.06439997,56.7556588,55.79235737,66.50185471,50.81976252
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,164,25.88220432,33.49700537,48.22957974,17.98931064,39.3741363,43.05919456,49.36563217,50.57286966
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,165,20.96334328,34.34214767,36.67853184,17.00195413,40.43613325,43.95267748,53.49100379,50.41340791
