bmr,index,model_average,Logistic,LogLogistic,Probit,QuantalLinear,DichotomousHill
"BMR = 10%: Added, BMR: 0.1",234,22.26968934,19.14600677,62.71346006,26.02450424,8.509892088,22.15856662
"BMR = 10%: Added, BMR: 0.1",235,23.97054539,25.01765744,77.56954158,25.91252429,10.94753014,28.13635266
"BMR = 10%: Added, BMR: 0.1",236,36.14503756,20.35756771,81.16623038,27.21651592,6.059591094,35.50414879
"BMR = 10%: Added, BMR: 0.1",237,18.16765528,19.29915068,32.69721016,31.58680229,5.67452846,44.89349121
"BMR = 10%: Added, BMR: 0.1",238,26.93641426,18.52500689,35.80070055,33.54374478,6.623102843,34.67377045
"BMR = 10%: Added, BMR: 0.1",239,21.81924692,23.00100981,46.29259391,37.79588937,5.875561341,39.85133114
"BMR = 10%: Added, BMR: 0.1",240,23.98666889,27.77504253,36.1027452,30.31635042,9.984288037,45.58467507
"BMR = 10%: Added, BMR: 0.1",241,29.85972956,25.78142759,72.60709506,22.99670909,10.52164783,33.15018831
"BMR = 10%: Added, BMR: 0.1",242,18.36154287,25.0814836,65.17013946,24.99335675,10.02039593,53.5752511
"BMR = 10%: Added, BMR: 0.1",243,20.96779076,28.74688571,44.59155916,27.81010027,7.375357477,65.78581067
"BMR = 10%: Added, BMR: 0.1",244,15.68176893,21.15191121,63.18255232,27.00150429,4.984322086,51.29227725
"BMR = 10%: Added, BMR: 0.1",245,19.55267843,25.65164023,34.43395045,24.10673375,4.605869755,38.80168806
"BMR = 10%: Added, BMR: 0.1",246,25.06145942,13.70356921,63.00969726,22.58965958,5.079697781,25.16791731
"BMR = 10%: Added, BMR: 0.1",247,21.65303048,16.3829605,63.10134368,25.65240285,5.100740771,51.1006174
"BMR = 10%: Added, BMR: 0.1",248,19.28021896,28.57210362,23.92762142,31.16637845,4.978180102,45.18145599
"BMR = 10%: Added, BMR: 0.1",249,25.34551226,20.91747452,28.38250784,30.43772659,5.077903915,68.80084589
"BMR = 10%: Added, BMR: 0.1",250,33.40741345,20.57994255,35.00331091,31.44473467,5.436093432,38.53080845
"BMR = 10%: Added, BMR: 0.1",251,32.99000763,23.40455287,45.48211366,24.85478136,8.014559002,31.68345444
"BMR = 10%: Added, BMR: 0.1",252,19.25823196,28.72060248,27.98277917,29.43502642,9.23280593,33.79572898
"BMR = 10%: Added, BMR: 0.1",253,24.98965605,17.9668112,29.19289443,26.05570738,8.050988774,44.13620281
"BMR = 10%: Added, BMR: 0.1",254,24.68024029,19.41466504,44.35731415,25.36756969,9.736943703,85.30941415
"BMR = 10%: Added, BMR: 0.1",255,22.96742827,20.00276487,61.57367355,23.9243683,14.12934651,34.36498593
"BMR = 10%: Added, BMR: 0.1",256,17.81485183,25.16915637,63.62604392,24.41598389,9.529624001,50.20187977
"BMR = 10%: Added, BMR: 0.1",257,20.77251753,26.86600251,74.06967599,22.89644148,9.615339527,32.93503934
"BMR = 10%: Added, BMR: 0.1",258,26.86996556,20.49457296,41.69324147,23.74587683,8.281578738,32.93503934
"BMR = 10%: Added, BMR: 0.1",259,22.73940463,23.14255297,32.8739284,26.36379114,6.72541294,25.33009064
"BMR = 10%: Added, BMR: 0.1",260,28.23380444,21.00735524,48.13493424,27.09334928,6.284240252,21.60008276
"BMR = 10%: Added, BMR: 0.1",261,16.43589195,23.61421502,40.82598144,29.00063532,7.67715596,41.17486898
"BMR = 10%: Added, BMR: 0.1",262,29.63378872,30.19450855,60.88885745,25.23347931,6.51568997,29.3312351
"BMR = 10%: Added, BMR: 0.1",263,33.11656071,28.46641731,38.23546318,30.62671035,5.220040571,28.42402672
"BMR = 10%: Added, BMR: 0.1",264,20.86731417,27.01850233,61.46942488,29.83225511,5.896917253,42.69127054
"BMR = 10%: Added, BMR: 0.1",265,20.9002902,25.89649817,44.90706522,25.09238,10.55159754,49.49014306
"BMR = 10%: Added, BMR: 0.1",266,21.08733197,21.12856204,53.09554323,22.72567139,9.800605738,42.98892469
"BMR = 10%: Added, BMR: 0.1",267,25.64611308,28.96406556,76.24992022,22.72567139,8.748636489,14.22863765
"BMR = 10%: Added, BMR: 0.1",268,24.64321617,21.08000652,45.65194641,21.94902236,6.11883243,17.31545709
"BMR = 10%: Added, BMR: 0.1",269,24.14223387,26.38763321,70.97779825,21.94902236,5.761549218,41.88212055
"BMR = 10%: Added, BMR: 0.1",270,21.23952845,19.79647919,67.08031843,23.7912546,5.502211011,19.80850961
"BMR = 10%: Added, BMR: 0.1",271,24.90765629,19.79647919,64.93180425,25.74896673,4.287722537,26.47957017
"BMR = 10%: Added, BMR: 0.1",272,27.52699749,29.94592037,54.1241121,26.05940366,2.954819026,64.55063751
"BMR = 10%: Added, BMR: 0.1",273,40.66287408,26.26124572,55.07100517,25.40258942,16.79687398,27.83966795
"BMR = 10%: Added, BMR: 0.1",274,29.77234362,19.56673608,63.05257417,25.09186196,4.646991688,25.48190871
"BMR = 10%: Added, BMR: 0.1",275,24.23070428,29.88896216,89.80115445,25.37292664,4.339056047,37.18699166
"BMR = 10%: Added, BMR: 0.1",276,33.33639373,17.04711369,73.70736231,23.64494915,5.275188574,29.97846783
"BMR = 10%: Added, BMR: 0.1",277,21.00760637,24.08772678,73.70736231,22.05285932,3.808953273,31.18212512
"BMR = 10%: Added, BMR: 0.1",278,27.46995243,27.42388474,73.70736231,21.88496464,7.989689425,32.89661767
"BMR = 10%: Added, BMR: 0.1",279,26.41156239,28.59523655,62.46505865,21.88496464,13.60309762,37.61795137
"BMR = 10%: Added, BMR: 0.1",280,18.41382217,25.38386629,39.15540746,21.42188523,8.716369103,26.64140954
"BMR = 10%: Added, BMR: 0.1",281,34.10512845,26.59477659,55.74443423,21.19870203,5.790261013,10.44381209
"BMR = 10%: Added, BMR: 0.1",282,22.17573386,20.5385243,46.57038594,20.74028314,7.645777069,4.165388121
"BMR = 10%: Added, BMR: 0.1",283,25.89649817,24.14610663,55.89288208,21.06038513,7.412784062,11.52420241
"BMR = 10%: Added, BMR: 0.1",284,20.33837718,30.56198451,45.07291347,21.82175975,6.068705352,47.48462966
"BMR = 10%: Added, BMR: 0.1",285,18.18262415,22.46893163,66.37534654,37.8502994,7.909024787,62.14049961
"BMR = 10%: Added, BMR: 0.1",286,17.17576079,21.28103184,64.16703277,23.44583953,9.387391063,44.5689631
"BMR = 10%: Added, BMR: 0.1",287,27.55190954,22.18981778,26.71061654,23.00621556,11.67126052,47.34607019
"BMR = 10%: Added, BMR: 0.1",288,30.50831572,22.25015824,20.77345013,24.18804609,5.395488278,33.94231151
"BMR = 10%: Added, BMR: 0.1",289,19.60994582,15.98460836,47.05687039,22.42964091,8.545882196,28.21194022
"BMR = 10%: Added, BMR: 0.1",290,21.91337007,30.35062568,40.22989891,27.28841154,6.890100818,31.25369401
"BMR = 10%: Added, BMR: 0.1",291,22.81877695,21.0541991,36.09434928,29.4054054,18.93999182,18.45893576
"BMR = 10%: Added, BMR: 0.1",292,26.5199058,20.02409221,33.79355665,27.53165562,11.47401411,29.63193323
"BMR = 10%: Added, BMR: 0.1",293,26.36497173,28.88941627,25.50250251,25.99919832,12.37316214,28.14839924
"BMR = 10%: Added, BMR: 0.1",294,36.04468731,16.95852075,46.6443806,28.02457597,8.926104682,22.24277713
"BMR = 10%: Added, BMR: 0.1",295,18.73499316,30.47105285,49.44527441,27.04396953,8.05740786,23.09684947
"BMR = 10%: Added, BMR: 0.1",296,23.51406319,36.01155597,35.61802342,26.44906108,14.19839546,32.16504653
"BMR = 10%: Added, BMR: 0.1",297,33.91444855,32.83372112,33.4896858,24.88957445,18.00411093,12.4941905
"BMR = 10%: Added, BMR: 0.1",298,18.11541808,22.3967194,51.24251595,28.72381911,10.21555952,37.66719557
"BMR = 10%: Added, BMR: 0.1",299,16.35153564,20.7963646,55.91644578,26.11053313,12.23272629,40.15545172
"BMR = 10%: Added, BMR: 0.1",300,19.20149772,26.92976923,49.33972995,26.11053313,11.68795535,31.97231856
"BMR = 10%: Added, BMR: 0.1",301,22.52755008,26.58455485,19.96038362,26.11053313,9.455886593,16.06728427
"BMR = 10%: Added, BMR: 0.1",302,18.96880815,28.84022862,38.98887754,26.11053313,7.673371094,29.88148961
"BMR = 10%: Added, BMR: 0.1",303,14.51716114,31.03735589,19.77002061,26.11053313,6.160946228,9.867370094
"BMR = 10%: Added, BMR: 0.1",304,21.21112142,21.41672008,35.80562506,26.23302018,6.578186387,9.510451085
"BMR = 10%: Added, BMR: 0.1",305,24.38662111,28.10874104,24.29326086,26.39454002,10.04571904,34.02748152
"BMR = 10%: Added, BMR: 0.1",306,17.86831271,29.56851443,15.9873198,30.76444435,9.918934286,32.69781307
"BMR = 10%: Added, BMR: 0.1",307,27.84325052,18.65189765,14.61037362,29.23277234,14.34964013,71.86129024
"BMR = 10%: Added, BMR: 0.1",308,21.19073047,20.03940524,22.06247132,29.46123703,14.15886851,83.78857997
"BMR = 10%: Added, BMR: 0.1",309,26.18153575,20.03940524,12.79635538,28.88051426,13.86787352,30.48175278
"BMR = 10%: Added, BMR: 0.1",310,27.86312622,26.2910802,12.79779787,30.47028805,12.49820267,20.23523107
"BMR = 10%: Added, BMR: 0.1",311,17.64327775,21.71750217,23.328135,26.75648501,4.066329662,24.30478686
"BMR = 10%: Added, BMR: 0.1",312,36.16215668,23.02269817,29.95170494,27.64408722,9.561762878,20.93240321
"BMR = 10%: Added, BMR: 0.1",313,24.42010425,28.79840711,35.58408966,26.62761806,10.40516744,16.64690162
"BMR = 10%: Added, BMR: 0.1",314,17.42839171,33.32082962,24.30479685,32.01442565,10.50088496,10.14363434
"BMR = 10%: Added, BMR: 0.1",315,32.96113036,28.86265239,28.51263184,28.92636562,4.610301118,11.62598944
"BMR = 10%: Added, BMR: 0.1",316,17.40809279,21.16761018,19.4933339,31.31692705,10.59090948,27.02082627
"BMR = 10%: Added, BMR: 0.1",317,25.23696463,18.37695283,43.89196927,31.31692705,12.45580389,25.73243643
"BMR = 10%: Added, BMR: 0.1",318,23.41335865,19.96590711,23.92255181,31.31692705,12.45580389,20.82180055
"BMR = 10%: Added, BMR: 0.1",319,24.25604251,20.11342531,21.29778009,30.41493919,11.0992573,33.56911354
"BMR = 10%: Added, BMR: 0.1",320,27.10884922,16.09504724,22.61701082,30.41493919,4.595387756,25.47788233
"BMR = 10%: Added, BMR: 0.1",321,35.97358047,17.06973494,40.90710594,30.41493919,10.08243451,18.98296362
"BMR = 10%: Added, BMR: 0.1",322,15.51698381,24.87061524,29.66735811,30.41493919,4.17184547,16.83165766
"BMR = 10%: Added, BMR: 0.1",323,28.1166465,20.68072767,32.67263975,35.32175077,6.812397161,33.31277456
"BMR = 10%: Added, BMR: 0.1",324,26.68550145,18.80537685,34.57889063,38.23115399,4.857464979,65.73609715
"BMR = 10%: Added, BMR: 0.1",325,20.13411446,19.64190062,36.41156565,38.89785397,7.282413101,55.48759686
"BMR = 10%: Added, BMR: 0.1",326,35.66020795,24.17696971,35.80740568,33.55412046,6.520350579,50.71366566
"BMR = 10%: Added, BMR: 0.1",327,29.23504043,29.87283205,35.80740568,33.55412046,6.643625377,20.9630635
"BMR = 10%: Added, BMR: 0.1",328,26.24651062,28.42572605,37.06196856,33.55412046,5.238752678,26.87906861
"BMR = 10%: Added, BMR: 0.1",329,28.26416042,21.14105139,33.75580273,33.55412046,8.931770291,13.5610683
"BMR = 10%: Added, BMR: 0.1",330,13.61026957,17.33350583,20.83523955,33.55412046,9.42462579,26.61305458
"BMR = 10%: Added, BMR: 0.1",331,21.77555843,17.18709433,26.69770093,33.55412046,8.48906753,29.70195729
"BMR = 10%: Added, BMR: 0.1",332,13.98265044,26.1434126,18.630781,31.49565074,5.867206617,28.37972389
"BMR = 10%: Added, BMR: 0.1",333,32.97286607,30.20538078,18.82974987,32.09642221,8.166181261,20.50165393
"BMR = 10%: Added, BMR: 0.1",334,26.70630591,30.20538078,33.62620534,32.09642221,7.391028163,35.70488229
"BMR = 10%: Added, BMR: 0.1",335,25.72956456,25.49652829,30.18956233,34.58432605,6.91855962,35.70488229
"BMR = 10%: Added, BMR: 0.1",336,25.77338675,19.27055251,21.67004164,36.96104565,6.530942995,35.70488229
"BMR = 10%: Added, BMR: 0.1",337,25.37917126,25.07273613,33.94528245,36.96104565,5.796167476,35.70488229
"BMR = 10%: Added, BMR: 0.1",338,25.27554023,24.00792312,17.81266667,36.96104565,9.459458481,45.46493722
"BMR = 10%: Added, BMR: 0.1",339,24.68210788,17.44099236,28.31167663,36.96104565,11.8857676,54.0498583
"BMR = 10%: Added, BMR: 0.1",340,29.12882992,20.75046839,14.31322669,36.96104565,7.76961657,62.13721281
"BMR = 10%: Added, BMR: 0.1",341,19.18456871,25.42818244,16.74570736,36.96104565,7.845790126,73.09410624
"BMR = 10%: Added, BMR: 0.1",342,28.54242054,22.71712619,16.74570736,36.96104565,6.412062386,61.07477783
"BMR = 10%: Added, BMR: 0.1",343,23.34746796,14.83694138,16.14543279,39.3933079,5.980410926,54.76932648
"BMR = 10%: Added, BMR: 0.1",344,24.70075642,14.83694138,24.08277922,37.06320267,5.645048901,60.8745428
"BMR = 10%: Added, BMR: 0.1",345,22.12952385,34.08721325,33.60345955,40.01501881,7.037843787,58.29350974
"BMR = 10%: Added, BMR: 0.1",346,18.85986692,35.25543439,33.87233957,41.433655,7.970234284,58.29350974
"BMR = 10%: Added, BMR: 0.1",347,17.22699703,24.9777051,35.95578635,36.04325266,8.401312918,58.29350974
"BMR = 10%: Added, BMR: 0.1",348,29.92395278,18.84706963,30.19161439,27.53424035,7.959332147,58.29350974
"BMR = 10%: Added, BMR: 0.1",349,22.74570052,28.55908922,29.60017129,27.52152692,7.410892074,56.73015499
"BMR = 10%: Added, BMR: 0.1",350,22.19510456,27.69387216,32.27836019,32.5098826,6.780255072,60.06591266
"BMR = 10%: Added, BMR: 0.1",351,22.35830687,27.69387216,32.8495638,31.2811706,9.56271134,64.46438248
"BMR = 10%: Added, BMR: 0.1",352,32.12328844,27.506264,34.86992449,29.94944594,6.224008932,55.94197663
"BMR = 10%: Added, BMR: 0.1",353,37.53232976,27.506264,33.55548586,25.6290576,6.140418123,22.26523852
"BMR = 10%: Added, BMR: 0.1",354,26.30378228,26.51360577,31.13676529,24.35210096,6.596740522,22.70101654
"BMR = 10%: Added, BMR: 0.1",355,24.64411489,26.51360577,30.9509006,24.15085574,13.78103169,45.26205356
"BMR = 10%: Added, BMR: 0.1",356,18.50674974,26.51360577,31.0473624,25.39133702,8.295966764,38.79340477
"BMR = 10%: Added, BMR: 0.1",357,25.81934669,35.22682011,17.35797977,25.945402,5.452507795,9.455621495
"BMR = 10%: Added, BMR: 0.1",358,26.95751557,35.22682011,16.75220806,32.31964806,7.265572357,17.03607966
"BMR = 10%: Added, BMR: 0.1",359,25.01813481,35.22682011,26.68480264,29.72442613,12.87558138,23.25345455
"BMR = 10%: Added, BMR: 0.1",360,25.61426584,35.22682011,23.83159624,29.41917842,10.49670454,42.46438955
"BMR = 10%: Added, BMR: 0.1",361,33.40223603,35.73649059,26.93291476,29.41917842,4.832375955,21.96820715
"BMR = 10%: Added, BMR: 0.1",362,25.68012527,33.4344797,17.51256639,29.40172007,9.743869932,46.40918921
"BMR = 10%: Added, BMR: 0.1",363,14.69471481,33.4344797,26.06953138,29.50584503,10.76726086,19.75494273
"BMR = 10%: Added, BMR: 0.1",364,21.86446404,40.69529043,31.74496599,28.84315144,10.9436065,34.13528393
"BMR = 10%: Added, BMR: 0.1",365,19.4506877,18.98377479,34.02580938,26.27732825,5.709244052,38.16386319
"BMR = 10%: Added, BMR: 0.1",366,26.11311856,23.04942242,18.27445812,26.53741913,7.622039102,79.11644292
"BMR = 10%: Added, BMR: 0.1",367,17.48794306,19.68405791,35.4031911,28.36319982,8.791679041,59.74693107
"BMR = 10%: Added, BMR: 0.1",368,33.42443887,19.20178265,48.23169706,33.23457433,5.805856901,81.81444056
"BMR = 10%: Added, BMR: 0.1",369,27.71969216,18.33694467,16.4061202,30.86286586,5.67182644,45.40933606
"BMR = 10%: Added, BMR: 0.1",370,16.76591176,18.21073473,34.32707902,34.15312848,8.914543891,31.01155519
"BMR = 10%: Added, BMR: 0.1",371,42.60915437,24.21305525,55.97632303,33.24275385,7.765003566,44.90747714
"BMR = 10%: Added, BMR: 0.1",372,19.69985399,23.12812143,42.7264594,23.88307158,8.581923692,54.12254754
"BMR = 10%: Added, BMR: 0.1",373,29.57307974,27.26581924,20.660008,25.3293189,6.427360338,37.59345067
"BMR = 10%: Added, BMR: 0.1",374,15.17104383,28.67320862,30.09841203,24.24581664,6.590089076,13.10147452
"BMR = 10%: Added, BMR: 0.1",375,19.08080311,18.45250201,24.9017284,28.15935569,7.109981434,20.02190547
"BMR = 10%: Added, BMR: 0.1",376,28.27107621,25.02000944,19.06102361,28.11076001,7.619119804,29.06519294
"BMR = 10%: Added, BMR: 0.1",377,35.41937094,16.18718328,27.50613913,28.14342829,9.683085905,70.9475804
"BMR = 10%: Added, BMR: 0.1",378,29.8067646,30.47172885,32.08823989,24.77061207,6.453947292,27.86626005
"BMR = 10%: Added, BMR: 0.1",379,20.48967678,23.59967363,33.69083689,27.60641554,5.722866523,9.967811008
"BMR = 10%: Added, BMR: 0.1",380,16.4382803,18.44163432,20.65446363,27.23900334,6.053456501,35.70833318
"BMR = 10%: Added, BMR: 0.1",381,17.92168801,37.1494564,34.05279794,23.60212722,6.12113176,28.89502556
"BMR = 10%: Added, BMR: 0.1",382,19.38535551,40.34687168,34.05279794,28.48938956,7.002298626,33.65873669
"BMR = 10%: Added, BMR: 0.1",383,24.64420039,16.86823295,31.7701831,28.33319926,6.807358798,24.80675502
"BMR = 10%: Added, BMR: 0.1",384,30.55213027,16.67047723,26.59593219,26.43149809,6.739733124,47.41490783
"BMR = 10%: Added, BMR: 0.1",385,17.21578176,29.87126467,25.79789156,35.70443538,7.461207284,25.24193798
"BMR = 10%: Added, BMR: 0.1",386,27.7591296,29.81133252,12.05232834,23.16661091,8.135983035,54.25295021
"BMR = 10%: Added, BMR: 0.1",387,23.37725577,23.55907937,23.83826907,22.06837271,5.460372968,19.10664317
"BMR = 10%: Added, BMR: 0.1",388,17.80596763,22.44109176,31.89879774,24.4480847,4.177832152,11.32598036
"BMR = 10%: Added, BMR: 0.1",389,28.43208708,23.73925404,18.82930077,24.59862584,4.498885179,16.75859401
"BMR = 10%: Added, BMR: 0.1",390,24.47008417,23.73925404,31.02393398,26.54532986,8.938101034,16.50117556
"BMR = 10%: Added, BMR: 0.1",391,17.88827041,23.73925404,17.82821633,24.58884168,4.792289543,18.4182718
"BMR = 10%: Added, BMR: 0.1",392,25.83320308,23.73925404,52.73407967,24.58884168,6.572865807,18.50836796
"BMR = 10%: Added, BMR: 0.1",393,26.73810785,33.05955308,10.38396202,23.00101261,6.350298142,23.31416946
"BMR = 10%: Added, BMR: 0.1",394,29.62651538,23.50916629,9.321506522,23.00101261,7.889822511,12.33256205
"BMR = 10%: Added, BMR: 0.1",395,38.76170598,24.89273638,17.59529658,24.72564275,7.688202771,7.832829933
"BMR = 10%: Added, BMR: 0.1",396,31.31593824,21.74783581,18.04722808,22.33251589,5.468363943,9.179851172
"BMR = 10%: Added, BMR: 0.1",397,22.54340498,22.53926853,18.01496024,22.55135794,9.447069422,10.11199091
"BMR = 10%: Added, BMR: 0.1",398,19.50957159,25.35278754,11.5924276,22.55135794,12.02854239,4.155420585
"BMR = 10%: Added, BMR: 0.1",399,23.82739528,26.44949644,21.66282366,22.55135794,11.64607275,39.33432433
"BMR = 10%: Added, BMR: 0.1",400,24.1831918,15.45526792,27.52055058,22.55135794,5.362164047,31.81622757
"BMR = 10%: Added, BMR: 0.1",401,23.03447767,18.25687532,23.5783113,22.00105505,4.882445401,21.98103089
"BMR = 10%: Added, BMR: 0.1",402,20.51030039,28.58908831,12.80039378,22.00105505,11.53487969,26.8894913
"BMR = 10%: Added, BMR: 0.1",403,26.26923539,22.666046,26.59371359,24.77586801,7.703704552,34.14563907
"BMR = 10%: Added, BMR: 0.1",404,28.54169858,24.49833683,23.13941852,22.41964857,7.881617877,34.62218441
"BMR = 10%: Added, BMR: 0.1",405,22.52739637,24.45070749,22.00853932,22.41964857,8.797313852,34.84898201
"BMR = 10%: Added, BMR: 0.1",406,22.98709656,20.25471206,10.65172653,22.27098935,6.578441155,18.6747146
"BMR = 10%: Added, BMR: 0.1",407,20.33337092,28.26085817,11.86687406,22.90836126,8.303774298,27.02479487
"BMR = 10%: Added, BMR: 0.1",408,35.42968749,30.87167572,12.44674546,23.23392134,6.904142933,20.55473817
"BMR = 10%: Added, BMR: 0.1",409,20.97757753,34.76837187,21.36016748,23.89063907,7.473521075,26.93093992
"BMR = 10%: Added, BMR: 0.1",410,23.15215345,34.76837187,51.52380033,27.14028051,5.432581121,23.9592108
"BMR = 10%: Added, BMR: 0.1",411,15.66255602,35.47404755,31.94872677,25.58667088,11.68201747,30.84013833
"BMR = 10%: Added, BMR: 0.1",412,25.91537806,36.26881681,15.74982452,25.73683828,12.27189072,14.37300037
"BMR = 10%: Added, BMR: 0.1",413,21.5664077,19.40363592,49.52987939,28.49002231,11.51542252,28.8282014
"BMR = 10%: Added, BMR: 0.1",414,22.61445183,30.44716447,41.4068905,29.48216485,9.021928659,16.47593561
"BMR = 10%: Added, BMR: 0.1",415,25.20406918,25.92395051,27.53655814,24.81713867,4.930764976,22.65147473
"BMR = 10%: Added, BMR: 0.1",416,19.27590828,28.5734357,56.44488766,27.99409728,4.921201231,29.18889828
"BMR = 10%: Added, BMR: 0.1",417,30.90903383,21.8231032,18.23360392,26.65097801,5.447160143,24.02972729
"BMR = 10%: Added, BMR: 0.1",418,31.01553025,19.24566273,14.47545422,26.55857211,10.6251654,21.97518825
"BMR = 10%: Added, BMR: 0.1",419,28.21011199,25.49293885,36.69415022,27.58496069,9.926691242,32.70121147
"BMR = 10%: Added, BMR: 0.1",420,28.468604,19.32010065,22.11618152,29.98686666,9.670139375,22.07191936
"BMR = 10%: Added, BMR: 0.1",421,17.07058007,31.70027057,22.7976383,26.27549577,5.405798899,24.41095974
"BMR = 10%: Added, BMR: 0.1",422,18.93205856,30.01973046,36.42295156,28.33021479,12.22500252,25.86737925
"BMR = 10%: Added, BMR: 0.1",423,39.17904664,23.97339414,38.28810513,28.43534471,9.029810263,27.91704786
"BMR = 10%: Added, BMR: 0.1",424,26.855132,21.60068737,16.88680036,27.10015028,5.773395472,22.03748845
"BMR = 10%: Added, BMR: 0.1",425,28.32821752,15.37493854,18.09811205,24.91659991,4.708801011,25.76180869
"BMR = 10%: Added, BMR: 0.1",426,33.34176891,26.65851623,40.9064662,22.41857435,7.265126857,21.48837734
"BMR = 10%: Added, BMR: 0.1",427,18.60420116,27.26511532,22.69838734,22.28332696,7.381341943,11.08940808
"BMR = 10%: Added, BMR: 0.1",428,21.6883499,24.04696037,31.52357,22.28332696,11.13667139,16.08783517
"BMR = 10%: Added, BMR: 0.1",429,37.94121634,19.71244875,49.88443421,21.99653671,6.88685605,32.44988516
"BMR = 10%: Added, BMR: 0.1",430,20.12725575,21.49719382,33.03430301,21.99653671,9.18605341,14.43440588
"BMR = 10%: Added, BMR: 0.1",431,26.0540159,21.20121871,82.898079,22.24994699,7.465358754,80.94599592
"BMR = 10%: Added, BMR: 0.1",432,25.83251243,23.73666184,86.22287619,22.24994699,5.848135035,29.15689282
